target,task,model,metric,estimate,ci_low,ci_high,n_subjects
SemanticFluencyScore,picnicScene,acoustic,rmse,5.350449272103641,5.104570846558973,5.611344961236758,970
SemanticFluencyScore,picnicScene,acoustic,mae,4.223159817929986,4.0346774945004675,4.420067637123818,970
SemanticFluencyScore,picnicScene,baseline,r2,-0.0052717000467995875,-0.0094898881003592,-0.002117395765266639,970
SemanticFluencyScore,picnicScene,baseline,rmse,5.684876653494106,5.410638239502935,5.97606559106988,970
SemanticFluencyScore,picnicScene,baseline,mae,4.522274230342167,4.32313450309532,4.729848251699911,970
SemanticFluencyScore,picnicScene,demographics,r2,0.03343129513838647,-0.008723707257946004,0.075361410881533,970
SemanticFluencyScore,picnicScene,demographics,rmse,5.573721897709622,5.319101238921299,5.872399237248286,970
SemanticFluencyScore,picnicScene,demographics,mae,4.370535108230333,4.174245458850845,4.573169049693713,970
SemanticFluencyScore,picnicScene,full,r2,0.1901715147916849,0.15360586753989305,0.2264087462258428,970
SemanticFluencyScore,picnicScene,full,rmse,5.101834546773134,4.8580191407751006,5.351033681097689,970
SemanticFluencyScore,picnicScene,full,mae,4.039479589278174,3.8564243771996796,4.223121983012446,970
SemanticFluencyScore,picnicScene,linguistic,r2,0.144741946039424,0.10626052306836796,0.18033104876711095,970
SemanticFluencyScore,picnicScene,linguistic,rmse,5.243042107920423,4.977774979058769,5.51115510745013,970
SemanticFluencyScore,picnicScene,linguistic,mae,4.1367491723699334,3.9419488307773656,4.3359836163132774,970
SemanticFluencyScore,picnicScene,linguistic+acoustic,r2,0.18190458868182605,0.14349206009809812,0.2191892294591821,970
SemanticFluencyScore,picnicScene,linguistic+acoustic,rmse,5.1277758083719895,4.878018481276508,5.381087137750502,970
SemanticFluencyScore,picnicScene,linguistic+acoustic,mae,4.0580393716361005,3.871416867179709,4.253216221743359,970
