Subject_ID,Age,Gender,Education,Language,Country,Socioeconomic,age_group,edu_group,ses_group,strat_group,fold
103,60.0,m,bachelor,english_british,uk,6.0,under65,high,middle,m_uk_under65_high_middle,2
104,63.0,f,master,english_british,uk,4.0,under65,high,middle,f_uk_under65_high_middle,2
105,61.0,m,vocational,english_british,uk,6.0,under65,medium,middle,m_uk_under65_medium_middle,1
107,71.0,f,bachelor,english_british,uk,5.0,65to75,high,middle,f_uk_65to75_high_middle,2
109,66.0,m,high_school,english_british,uk,5.0,65to75,medium,middle,m_uk_65to75_medium_middle,2
110,68.0,m,bachelor,english_british,uk,4.0,65to75,high,middle,m_uk_65to75_high_middle,1
111,76.0,m,vocational,english_american,usa,7.0,over75,medium,middle,m_usa_over75_medium_middle,2
112,61.0,f,bachelor,english_american,usa,5.0,under65,high,middle,f_usa_under65_high_middle,1
115,75.0,f,high_school,english_american,usa,7.0,65to75,medium,middle,f_usa_65to75_medium_middle,1
119,60.0,f,bachelor,english_british,usa,5.0,under65,high,middle,f_usa_under65_high_middle,1
120,60.0,f,bachelor,english_american,usa,3.0,under65,high,low,f_usa_under65_high_low,2
122,69.0,f,vocational,english_american,usa,6.0,65to75,medium,middle,f_usa_65to75_medium_middle,2
123,64.0,m,bachelor,english_american,usa,5.0,under65,high,middle,m_usa_under65_high_middle,1
124,73.0,m,high_school,english_british,uk,7.0,65to75,medium,middle,m_uk_65to75_medium_middle,1
127,70.0,f,high_school,english_american,usa,5.0,65to75,medium,middle,f_usa_65to75_medium_middle,1
128,74.0,f,bachelor,english_british,uk,6.0,65to75,high,middle,f_uk_65to75_high_middle,1
129,65.0,m,high_school,english_british,uk,5.0,65to75,medium,middle,m_uk_65to75_medium_middle,2
130,65.0,f,bachelor,english_british,uk,5.0,65to75,high,middle,f_uk_65to75_high_middle,1
132,70.0,m,bachelor,english_british,uk,6.0,65to75,high,middle,m_uk_65to75_high_middle,2
133,60.0,m,high_school,english_british,uk,3.0,under65,medium,low,m_uk_under65_medium_low,1
134,61.0,m,less_than_highschool,english_british,uk,4.0,under65,low,middle,m_uk_under65_low_middle,2
135,79.0,f,bachelor,english_british,uk,5.0,over75,high,middle,f_uk_over75_high_middle,2
136,62.0,m,vocational,english_british,uk,3.0,under65,medium,low,m_uk_under65_medium_low,2
137,63.0,f,high_school,english_british,uk,4.0,under65,medium,middle,f_uk_under65_medium_middle,2
138,65.0,f,vocational,english_other,usa,3.0,65to75,medium,low,f_usa_65to75_medium_low,1
139,66.0,f,master,english_american,usa,4.0,65to75,high,middle,f_usa_65to75_high_middle,1
140,77.0,m,bachelor,english_american,usa,3.0,over75,high,low,m_usa_over75_high_low,2
141,60.0,f,master,english_american,usa,8.0,under65,high,high,f_usa_under65_high_high,1
142,61.0,m,phd,english_other,usa,3.0,under65,high,low,m_usa_under65_high_low,2
143,71.0,f,high_school,english_american,usa,4.0,65to75,medium,middle,f_usa_65to75_medium_middle,1
145,64.0,m,master,english_other,uk,5.0,under65,high,middle,m_uk_under65_high_middle,2
146,60.0,m,high_school,english_american,usa,5.0,under65,medium,middle,m_usa_under65_medium_middle,1
147,68.0,f,bachelor,english_american,usa,7.0,65to75,high,middle,f_usa_65to75_high_middle,2
149,60.0,f,bachelor,english_american,usa,4.0,under65,high,middle,f_usa_under65_high_middle,1
150,61.0,f,bachelor,english_american,usa,5.0,under65,high,middle,f_usa_under65_high_middle,2
151,62.0,m,bachelor,english_british,uk,7.0,under65,high,middle,m_uk_under65_high_middle,1
152,63.0,f,master,english_american,usa,7.0,under65,high,middle,f_usa_under65_high_middle,2
153,75.0,m,master,english_american,usa,8.0,65to75,high,high,m_usa_65to75_high_high,1
154,63.0,f,high_school,english_american,usa,4.0,under65,medium,middle,f_usa_under65_medium_middle,2
157,60.0,m,vocational,english_american,usa,2.0,under65,medium,low,m_usa_under65_medium_low,1
158,61.0,m,bachelor,english_american,usa,5.0,under65,high,middle,m_usa_under65_high_middle,2
160,64.0,f,master,english_american,usa,4.0,under65,high,middle,f_usa_under65_high_middle,2
162,69.0,m,bachelor,english_american,usa,7.0,65to75,high,middle,m_usa_65to75_high_middle,1
163,62.0,m,bachelor,english_american,usa,7.0,under65,high,middle,m_usa_under65_high_middle,2
165,66.0,f,bachelor,english_american,usa,6.0,65to75,high,middle,f_usa_65to75_high_middle,2
170,61.0,f,bachelor,english_american,usa,6.0,under65,high,middle,f_usa_under65_high_middle,1
173,72.0,m,less_than_highschool,english_british,uk,7.0,65to75,low,middle,m_uk_65to75_low_middle,2
174,67.0,m,high_school,english_british,uk,8.0,65to75,medium,high,m_uk_65to75_medium_high,2
175,65.0,m,bachelor,english_american,usa,4.0,65to75,high,middle,m_usa_65to75_high_middle,1
176,70.0,m,bachelor,english_american,usa,7.0,65to75,high,middle,m_usa_65to75_high_middle,2
177,66.0,f,bachelor,english_american,usa,6.0,65to75,high,middle,f_usa_65to75_high_middle,2
179,63.0,m,vocational,english_american,usa,6.0,under65,medium,middle,m_usa_under65_medium_middle,2
183,64.0,f,vocational,english_american,usa,2.0,under65,medium,low,f_usa_under65_medium_low,1
184,65.0,f,bachelor,english_british,uk,3.0,65to75,high,low,f_uk_65to75_high_low,1
185,63.0,f,bachelor,english_american,usa,3.0,under65,high,low,f_usa_under65_high_low,1
186,69.0,f,bachelor,english_american,usa,7.0,65to75,high,middle,f_usa_65to75_high_middle,2
188,67.0,f,high_school,english_american,usa,6.0,65to75,medium,middle,f_usa_65to75_medium_middle,2
189,72.0,f,bachelor,english_american,usa,7.0,65to75,high,middle,f_usa_65to75_high_middle,2
190,67.0,m,bachelor,english_american,usa,3.0,65to75,high,low,m_usa_65to75_high_low,1
193,68.0,f,high_school,english_british,uk,6.0,65to75,medium,middle,f_uk_65to75_medium_middle,2
195,62.0,f,vocational,english_british,uk,2.0,under65,medium,low,f_uk_under65_medium_low,1
196,68.0,m,high_school,english_british,uk,6.0,65to75,medium,middle,m_uk_65to75_medium_middle,2
197,62.0,f,vocational,english_british,uk,6.0,under65,medium,middle,f_uk_under65_medium_middle,2
198,62.0,f,high_school,english_british,uk,4.0,under65,medium,middle,f_uk_under65_medium_middle,2
199,71.0,m,high_school,english_british,uk,5.0,65to75,medium,middle,m_uk_65to75_medium_middle,2
200,69.0,f,high_school,english_british,uk,5.0,65to75,medium,middle,f_uk_65to75_medium_middle,2
201,76.0,m,bachelor,english_british,uk,5.0,over75,high,middle,m_uk_over75_high_middle,2
202,67.0,f,high_school,english_british,uk,8.0,65to75,medium,high,f_uk_65to75_medium_high,1
203,67.0,f,bachelor,english_british,uk,6.0,65to75,high,middle,f_uk_65to75_high_middle,1
204,61.0,m,high_school,english_british,uk,2.0,under65,medium,low,m_uk_under65_medium_low,2
205,79.0,m,high_school,english_british,uk,7.0,over75,medium,middle,m_uk_over75_medium_middle,2
206,63.0,m,bachelor,english_british,uk,7.0,under65,high,middle,m_uk_under65_high_middle,2
207,63.0,f,high_school,english_british,uk,5.0,under65,medium,middle,f_uk_under65_medium_middle,1
208,63.0,m,bachelor,english_british,uk,4.0,under65,high,middle,m_uk_under65_high_middle,1
209,65.0,m,bachelor,english_british,uk,4.0,65to75,high,middle,m_uk_65to75_high_middle,1
210,65.0,f,high_school,english_british,uk,6.0,65to75,medium,middle,f_uk_65to75_medium_middle,1
211,69.0,f,high_school,english_british,uk,7.0,65to75,medium,middle,f_uk_65to75_medium_middle,1
212,75.0,f,phd,english_british,uk,7.0,65to75,high,middle,f_uk_65to75_high_middle,2
213,61.0,m,bachelor,english_british,uk,4.0,under65,high,middle,m_uk_under65_high_middle,1
214,63.0,m,master,english_british,uk,7.0,under65,high,middle,m_uk_under65_high_middle,2
215,62.0,f,bachelor,english_british,uk,4.0,under65,high,middle,f_uk_under65_high_middle,1
216,58.0,f,high_school,english_british,uk,7.0,under65,medium,middle,f_uk_under65_medium_middle,2
217,69.0,m,bachelor,english_british,uk,5.0,65to75,high,middle,m_uk_65to75_high_middle,1
218,78.0,f,bachelor,english_british,uk,8.0,over75,high,high,f_uk_over75_high_high,2
219,70.0,f,vocational,english_british,uk,6.0,65to75,medium,middle,f_uk_65to75_medium_middle,2
220,68.0,m,bachelor,english_british,uk,7.0,65to75,high,middle,m_uk_65to75_high_middle,2
222,62.0,m,high_school,english_british,uk,4.0,under65,medium,middle,m_uk_under65_medium_middle,2
224,61.0,m,less_than_highschool,english_british,uk,3.0,under65,low,low,m_uk_under65_low_low,1
225,61.0,m,less_than_highschool,english_british,uk,4.0,under65,low,middle,m_uk_under65_low_middle,1
226,77.0,m,high_school,english_british,uk,7.0,over75,medium,middle,m_uk_over75_medium_middle,2
228,68.0,m,phd,english_british,uk,9.0,65to75,high,high,m_uk_65to75_high_high,1
229,69.0,f,phd,english_british,uk,7.0,65to75,high,middle,f_uk_65to75_high_middle,2
230,70.0,m,high_school,english_british,uk,6.0,65to75,medium,middle,m_uk_65to75_medium_middle,1
232,68.0,f,high_school,english_british,uk,5.0,65to75,medium,middle,f_uk_65to75_medium_middle,1
233,63.0,f,high_school,english_british,uk,6.0,under65,medium,middle,f_uk_under65_medium_middle,1
234,60.0,m,high_school,english_british,uk,6.0,under65,medium,middle,m_uk_under65_medium_middle,1
237,63.0,f,high_school,english_british,uk,3.0,under65,medium,low,f_uk_under65_medium_low,2
239,63.0,m,high_school,english_british,uk,5.0,under65,medium,middle,m_uk_under65_medium_middle,1
241,80.0,f,high_school,english_british,uk,5.0,over75,medium,middle,f_uk_over75_medium_middle,1
242,71.0,f,high_school,english_british,uk,8.0,65to75,medium,high,f_uk_65to75_medium_high,1
243,60.0,f,bachelor,english_british,uk,6.0,under65,high,middle,f_uk_under65_high_middle,1
244,67.0,m,less_than_highschool,english_british,uk,6.0,65to75,low,middle,m_uk_65to75_low_middle,2
247,65.0,f,high_school,english_british,uk,6.0,65to75,medium,middle,f_uk_65to75_medium_middle,1
248,60.0,f,bachelor,english_british,uk,6.0,under65,high,middle,f_uk_under65_high_middle,1
249,63.0,m,bachelor,english_british,uk,6.0,under65,high,middle,m_uk_under65_high_middle,1
250,63.0,m,bachelor,english_british,uk,6.0,under65,high,middle,m_uk_under65_high_middle,2
251,66.0,m,bachelor,english_british,uk,3.0,65to75,high,low,m_uk_65to75_high_low,1
252,74.0,f,high_school,english_british,uk,8.0,65to75,medium,high,f_uk_65to75_medium_high,2
253,60.0,f,high_school,english_british,uk,7.0,under65,medium,middle,f_uk_under65_medium_middle,1
254,65.0,f,vocational,english_american,usa,7.0,65to75,medium,middle,f_usa_65to75_medium_middle,2
257,71.0,m,high_school,english_american,usa,5.0,65to75,medium,middle,m_usa_65to75_medium_middle,1
258,62.0,m,vocational,english_american,usa,3.0,under65,medium,low,m_usa_under65_medium_low,1
260,66.0,m,bachelor,english_british,uk,7.0,65to75,high,middle,m_uk_65to75_high_middle,2
261,63.0,f,vocational,english_american,usa,4.0,under65,medium,middle,f_usa_under65_medium_middle,1
262,61.0,f,master,english_american,usa,7.0,under65,high,middle,f_usa_under65_high_middle,1
263,63.0,m,master,english_american,usa,5.0,under65,high,middle,m_usa_under65_high_middle,2
264,71.0,f,vocational,english_american,usa,7.0,65to75,medium,middle,f_usa_65to75_medium_middle,1
266,65.0,f,bachelor,english_american,usa,7.0,65to75,high,middle,f_usa_65to75_high_middle,2
267,62.0,f,master,english_british,usa,3.0,under65,high,low,f_usa_under65_high_low,1
268,68.0,f,master,english_american,usa,3.0,65to75,high,low,f_usa_65to75_high_low,1
269,62.0,f,bachelor,english_american,usa,8.0,under65,high,high,f_usa_under65_high_high,2
270,61.0,f,bachelor,english_american,usa,4.0,under65,high,middle,f_usa_under65_high_middle,1
271,65.0,f,master,english_american,usa,8.0,65to75,high,high,f_usa_65to75_high_high,1
272,63.0,f,vocational,english_american,usa,2.0,under65,medium,low,f_usa_under65_medium_low,1
274,60.0,f,vocational,english_american,usa,3.0,under65,medium,low,f_usa_under65_medium_low,2
275,60.0,m,high_school,english_american,usa,3.0,under65,medium,low,m_usa_under65_medium_low,2
276,72.0,m,high_school,english_american,usa,5.0,65to75,medium,middle,m_usa_65to75_medium_middle,1
277,63.0,m,high_school,english_american,usa,5.0,under65,medium,middle,m_usa_under65_medium_middle,1
279,62.0,f,high_school,english_american,usa,3.0,under65,medium,low,f_usa_under65_medium_low,2
282,60.0,m,less_than_highschool,english_american,usa,3.0,under65,low,low,m_usa_under65_low_low,2
283,65.0,m,bachelor,english_american,usa,5.0,65to75,high,middle,m_usa_65to75_high_middle,2
284,62.0,m,high_school,english_american,usa,5.0,under65,medium,middle,m_usa_under65_medium_middle,2
288,61.0,f,bachelor,english_american,usa,7.0,under65,high,middle,f_usa_under65_high_middle,2
289,60.0,f,high_school,english_american,usa,4.0,under65,medium,middle,f_usa_under65_medium_middle,1
290,68.0,f,master,english_american,usa,9.0,65to75,high,high,f_usa_65to75_high_high,2
291,66.0,m,high_school,english_american,usa,7.0,65to75,medium,middle,m_usa_65to75_medium_middle,2
292,60.0,f,bachelor,english_british,uk,4.0,under65,high,middle,f_uk_under65_high_middle,2
293,60.0,f,high_school,english_american,usa,3.0,under65,medium,low,f_usa_under65_medium_low,1
294,60.0,f,vocational,english_american,usa,7.0,under65,medium,middle,f_usa_under65_medium_middle,1
295,70.0,m,master,english_american,usa,6.0,65to75,high,middle,m_usa_65to75_high_middle,2
297,69.0,f,vocational,english_american,usa,4.0,65to75,medium,middle,f_usa_65to75_medium_middle,2
298,64.0,m,bachelor,english_american,usa,8.0,under65,high,high,m_usa_under65_high_high,1
300,63.0,f,high_school,english_american,usa,4.0,under65,medium,middle,f_usa_under65_medium_middle,2
301,69.0,f,high_school,english_american,usa,4.0,65to75,medium,middle,f_usa_65to75_medium_middle,1
303,61.0,m,phd,english_other,usa,5.0,under65,high,middle,m_usa_under65_high_middle,2
304,67.0,f,high_school,english_american,usa,5.0,65to75,medium,middle,f_usa_65to75_medium_middle,1
305,65.0,m,high_school,english_american,usa,3.0,65to75,medium,low,m_usa_65to75_medium_low,1
306,64.0,f,high_school,english_american,usa,6.0,under65,medium,middle,f_usa_under65_medium_middle,2
311,66.0,m,bachelor,english_american,usa,8.0,65to75,high,high,m_usa_65to75_high_high,2
312,66.0,f,bachelor,english_american,usa,6.0,65to75,high,middle,f_usa_65to75_high_middle,1
314,66.0,f,bachelor,english_american,usa,5.0,65to75,high,middle,f_usa_65to75_high_middle,2
315,64.0,f,high_school,english_american,usa,3.0,under65,medium,low,f_usa_under65_medium_low,1
318,73.0,m,bachelor,english_american,usa,5.0,65to75,high,middle,m_usa_65to75_high_middle,2
319,72.0,f,bachelor,english_american,usa,6.0,65to75,high,middle,f_usa_65to75_high_middle,1
321,67.0,f,high_school,english_british,uk,6.0,65to75,medium,middle,f_uk_65to75_medium_middle,1
322,66.0,f,bachelor,english_british,uk,5.0,65to75,high,middle,f_uk_65to75_high_middle,2
324,61.0,f,master,english_british,uk,6.0,under65,high,middle,f_uk_under65_high_middle,1
325,63.0,f,high_school,english_british,uk,3.0,under65,medium,low,f_uk_under65_medium_low,2
326,60.0,m,bachelor,english_british,uk,5.0,under65,high,middle,m_uk_under65_high_middle,2
327,65.0,m,bachelor,english_british,uk,4.0,65to75,high,middle,m_uk_65to75_high_middle,2
328,68.0,m,high_school,english_british,uk,3.0,65to75,medium,low,m_uk_65to75_medium_low,1
329,63.0,f,bachelor,english_british,uk,6.0,under65,high,middle,f_uk_under65_high_middle,1
330,72.0,m,high_school,english_british,uk,6.0,65to75,medium,middle,m_uk_65to75_medium_middle,1
331,63.0,f,high_school,english_british,uk,3.0,under65,medium,low,f_uk_under65_medium_low,2
335,69.0,m,bachelor,english_british,uk,4.0,65to75,high,middle,m_uk_65to75_high_middle,1
336,64.0,f,vocational,english_british,uk,5.0,under65,medium,middle,f_uk_under65_medium_middle,1
337,64.0,m,high_school,english_british,uk,7.0,under65,medium,middle,m_uk_under65_medium_middle,2
338,66.0,f,high_school,english_british,uk,7.0,65to75,medium,middle,f_uk_65to75_medium_middle,2
339,68.0,m,bachelor,english_british,uk,6.0,65to75,high,middle,m_uk_65to75_high_middle,2
341,70.0,f,master,english_british,uk,6.0,65to75,high,middle,f_uk_65to75_high_middle,2
342,61.0,f,less_than_highschool,english_british,uk,6.0,under65,low,middle,f_uk_under65_low_middle,1
343,63.0,f,bachelor,english_british,uk,6.0,under65,high,middle,f_uk_under65_high_middle,1
344,63.0,f,bachelor,english_british,uk,4.0,under65,high,middle,f_uk_under65_high_middle,2
345,77.0,m,bachelor,english_british,uk,5.0,over75,high,middle,m_uk_over75_high_middle,2
346,62.0,f,phd,english_british,uk,6.0,under65,high,middle,f_uk_under65_high_middle,1
347,59.0,f,master,english_british,uk,4.0,under65,high,middle,f_uk_under65_high_middle,2
348,64.0,m,bachelor,english_british,uk,4.0,under65,high,middle,m_uk_under65_high_middle,2
349,68.0,m,high_school,english_british,uk,7.0,65to75,medium,middle,m_uk_65to75_medium_middle,1
354,62.0,f,phd,english_british,uk,4.0,under65,high,middle,f_uk_under65_high_middle,1
355,59.0,m,high_school,english_british,uk,7.0,under65,medium,middle,m_uk_under65_medium_middle,1
356,65.0,f,phd,english_british,uk,7.0,65to75,high,middle,f_uk_65to75_high_middle,2
357,66.0,f,high_school,english_british,uk,6.0,65to75,medium,middle,f_uk_65to75_medium_middle,1
358,70.0,m,less_than_highschool,english_british,uk,4.0,65to75,low,middle,m_uk_65to75_low_middle,1
359,60.0,f,high_school,english_british,uk,5.0,under65,medium,middle,f_uk_under65_medium_middle,2
360,72.0,f,bachelor,english_british,uk,6.0,65to75,high,middle,f_uk_65to75_high_middle,1
361,72.0,f,high_school,english_british,uk,6.0,65to75,medium,middle,f_uk_65to75_medium_middle,1
362,63.0,m,less_than_highschool,english_british,uk,5.0,under65,low,middle,m_uk_under65_low_middle,1
363,62.0,f,high_school,english_british,uk,6.0,under65,medium,middle,f_uk_under65_medium_middle,1
364,66.0,f,bachelor,english_british,uk,5.0,65to75,high,middle,f_uk_65to75_high_middle,2
365,63.0,m,less_than_highschool,english_british,uk,4.0,under65,low,middle,m_uk_under65_low_middle,1
366,65.0,f,bachelor,english_british,uk,6.0,65to75,high,middle,f_uk_65to75_high_middle,2
367,68.0,f,high_school,english_british,uk,7.0,65to75,medium,middle,f_uk_65to75_medium_middle,2
368,60.0,f,bachelor,english_british,uk,5.0,under65,high,middle,f_uk_under65_high_middle,2
369,65.0,m,vocational,english_british,uk,7.0,65to75,medium,middle,m_uk_65to75_medium_middle,2
371,62.0,m,bachelor,english_british,uk,7.0,under65,high,middle,m_uk_under65_high_middle,2
372,64.0,f,bachelor,english_british,uk,6.0,under65,high,middle,f_uk_under65_high_middle,1
373,70.0,f,bachelor,english_british,uk,8.0,65to75,high,high,f_uk_65to75_high_high,2
374,62.0,f,high_school,english_british,uk,6.0,under65,medium,middle,f_uk_under65_medium_middle,1
375,68.0,m,high_school,english_british,uk,5.0,65to75,medium,middle,m_uk_65to75_medium_middle,2
376,62.0,m,master,english_british,uk,6.0,under65,high,middle,m_uk_under65_high_middle,2
377,66.0,m,phd,english_british,uk,9.0,65to75,high,high,m_uk_65to75_high_high,2
378,60.0,m,master,english_british,uk,7.0,under65,high,middle,m_uk_under65_high_middle,1
379,67.0,f,bachelor,english_british,uk,6.0,65to75,high,middle,f_uk_65to75_high_middle,2
381,76.0,m,master,english_british,uk,3.0,over75,high,low,m_uk_over75_high_low,1
382,64.0,m,vocational,english_british,uk,3.0,under65,medium,low,m_uk_under65_medium_low,2
384,61.0,m,master,english_british,uk,7.0,under65,high,middle,m_uk_under65_high_middle,1
385,63.0,f,vocational,english_british,uk,5.0,under65,medium,middle,f_uk_under65_medium_middle,1
386,69.0,m,master,english_british,uk,5.0,65to75,high,middle,m_uk_65to75_high_middle,2
387,70.0,m,master,english_british,uk,5.0,65to75,high,middle,m_uk_65to75_high_middle,2
388,64.0,f,bachelor,english_british,uk,7.0,under65,high,middle,f_uk_under65_high_middle,2
389,71.0,m,master,english_british,uk,6.0,65to75,high,middle,m_uk_65to75_high_middle,1
390,70.0,f,bachelor,english_british,uk,3.0,65to75,high,low,f_uk_65to75_high_low,2
392,63.0,f,master,english_british,uk,7.0,under65,high,middle,f_uk_under65_high_middle,2
393,78.0,m,bachelor,english_british,uk,6.0,over75,high,middle,m_uk_over75_high_middle,1
394,60.0,f,vocational,english_british,uk,6.0,under65,medium,middle,f_uk_under65_medium_middle,1
395,72.0,f,vocational,english_british,uk,7.0,65to75,medium,middle,f_uk_65to75_medium_middle,1
396,61.0,f,high_school,english_british,uk,6.0,under65,medium,middle,f_uk_under65_medium_middle,1
397,69.0,f,high_school,english_british,uk,6.0,65to75,medium,middle,f_uk_65to75_medium_middle,1
399,75.0,f,high_school,english_british,uk,6.0,65to75,medium,middle,f_uk_65to75_medium_middle,2
400,62.0,f,bachelor,english_other,uk,4.0,under65,high,middle,f_uk_under65_high_middle,1
401,60.0,f,vocational,english_british,uk,3.0,under65,medium,low,f_uk_under65_medium_low,1
402,60.0,m,bachelor,english_british,uk,9.0,under65,high,high,m_uk_under65_high_high,2
403,61.0,m,less_than_highschool,english_british,uk,6.0,under65,low,middle,m_uk_under65_low_middle,2
404,68.0,f,bachelor,english_british,uk,6.0,65to75,high,middle,f_uk_65to75_high_middle,1
406,67.0,f,bachelor,english_british,uk,5.0,65to75,high,middle,f_uk_65to75_high_middle,1
407,63.0,f,bachelor,english_british,uk,7.0,under65,high,middle,f_uk_under65_high_middle,1
409,61.0,m,high_school,english_british,uk,7.0,under65,medium,middle,m_uk_under65_medium_middle,1
410,60.0,f,high_school,english_british,uk,4.0,under65,medium,middle,f_uk_under65_medium_middle,2
411,63.0,f,high_school,english_british,uk,5.0,under65,medium,middle,f_uk_under65_medium_middle,2
415,68.0,m,high_school,english_british,uk,7.0,65to75,medium,middle,m_uk_65to75_medium_middle,1
416,61.0,m,master,english_british,uk,8.0,under65,high,high,m_uk_under65_high_high,2
417,65.0,f,high_school,english_british,uk,5.0,65to75,medium,middle,f_uk_65to75_medium_middle,2
419,62.0,m,high_school,english_british,uk,3.0,under65,medium,low,m_uk_under65_medium_low,2
420,64.0,f,bachelor,english_british,uk,5.0,under65,high,middle,f_uk_under65_high_middle,2
421,76.0,f,high_school,english_british,uk,3.0,over75,medium,low,f_uk_over75_medium_low,2
423,60.0,m,bachelor,english_british,uk,5.0,under65,high,middle,m_uk_under65_high_middle,2
424,65.0,m,phd,english_british,uk,7.0,65to75,high,middle,m_uk_65to75_high_middle,1
425,62.0,f,bachelor,english_british,uk,7.0,under65,high,middle,f_uk_under65_high_middle,1
427,60.0,f,high_school,english_british,uk,7.0,under65,medium,middle,f_uk_under65_medium_middle,1
428,68.0,f,bachelor,english_british,uk,5.0,65to75,high,middle,f_uk_65to75_high_middle,1
429,66.0,f,bachelor,english_british,uk,6.0,65to75,high,middle,f_uk_65to75_high_middle,2
430,73.0,f,bachelor,english_british,uk,6.0,65to75,high,middle,f_uk_65to75_high_middle,1
431,63.0,f,bachelor,english_british,uk,6.0,under65,high,middle,f_uk_under65_high_middle,1
432,65.0,f,high_school,english_british,uk,6.0,65to75,medium,middle,f_uk_65to75_medium_middle,1
433,73.0,m,vocational,english_british,uk,6.0,65to75,medium,middle,m_uk_65to75_medium_middle,2
434,68.0,m,bachelor,english_british,uk,5.0,65to75,high,middle,m_uk_65to75_high_middle,1
436,61.0,f,high_school,english_american,usa,3.0,under65,medium,low,f_usa_under65_medium_low,2
437,66.0,m,high_school,english_british,uk,6.0,65to75,medium,middle,m_uk_65to75_medium_middle,2
438,70.0,f,phd,english_american,usa,5.0,65to75,high,middle,f_usa_65to75_high_middle,2
439,65.0,f,bachelor,english_british,uk,5.0,65to75,high,middle,f_uk_65to75_high_middle,1
441,69.0,f,high_school,english_american,usa,5.0,65to75,medium,middle,f_usa_65to75_medium_middle,2
443,63.0,m,bachelor,english_american,usa,4.0,under65,high,middle,m_usa_under65_high_middle,2
444,64.0,m,high_school,english_american,usa,6.0,under65,medium,middle,m_usa_under65_medium_middle,1
445,60.0,f,master,english_american,usa,6.0,under65,high,middle,f_usa_under65_high_middle,2
446,64.0,m,high_school,english_american,usa,3.0,under65,medium,low,m_usa_under65_medium_low,1
447,60.0,f,bachelor,english_american,usa,7.0,under65,high,middle,f_usa_under65_high_middle,1
448,65.0,f,phd,english_american,usa,6.0,65to75,high,middle,f_usa_65to75_high_middle,1
449,68.0,f,high_school,english_american,usa,4.0,65to75,medium,middle,f_usa_65to75_medium_middle,1
450,67.0,f,phd,english_american,usa,6.0,65to75,high,middle,f_usa_65to75_high_middle,2
451,67.0,f,high_school,english_american,usa,6.0,65to75,medium,middle,f_usa_65to75_medium_middle,2
454,65.0,f,bachelor,english_american,usa,6.0,65to75,high,middle,f_usa_65to75_high_middle,1
455,61.0,f,bachelor,english_american,usa,4.0,under65,high,middle,f_usa_under65_high_middle,2
459,62.0,m,master,english_american,usa,7.0,under65,high,middle,m_usa_under65_high_middle,1
461,67.0,m,high_school,english_american,usa,3.0,65to75,medium,low,m_usa_65to75_medium_low,2
462,75.0,m,master,english_american,usa,6.0,65to75,high,middle,m_usa_65to75_high_middle,1
463,71.0,f,high_school,english_american,usa,4.0,65to75,medium,middle,f_usa_65to75_medium_middle,1
